"Title","Year","Make","Model","Price","Sold","VIN","LicensePlate","Color","InventoryDate"
"2007 Ford Ranger","2,007","Ford","Ranger","22,772","0","3LNDL2L35BR441602","Q4J 6M3","Black","1/30/2020"
"2022 GMC Savana 2500","2,022","GMC","Savana 2500","20,704","1","KMHHU6KJ2FU605084","U3F 9P3","White","5/30/2019"
"2012 Subaru Leone","2,012","Subaru","Leone","20,767","0","19XFB2F54CE448370","U4X 7S9","Black","10/21/2018"
"2016 Chevrolet Astro","2,016","Chevrolet","Astro","20,158","0","YV4902DZ9D2536528","A9K 5W2","Black","8/18/2019"
"2008 Hyundai Sonata","2,008","Hyundai","Sonata","10,309","0","WDDEJ7GB2CA470330","C0D 0W4","Red","5/25/2020"
"2011 Buick Riviera","2,011","Buick","Riviera","20,478","0","WVWAB7AJ5DW179315","Z8H 0U5","Red","2/2/2019"
"2004 Dodge Grand Caravan","2,004","Dodge","Grand Caravan","10,977","0","4USDU53538L498094","F2Y 9O4","White","1/2/2019"
"2009 Porsche Boxster","2,009","Porsche","Boxster","18,188","0","5FPYK1F51EB792861","I5Q 5U3","White","10/4/2018"
"2020 Jeep Grand Cherokee","2,020","Jeep","Grand Cherokee","21,262","1","WAULVBFRXCA024978","M8F 3Z5","White","7/29/2018"
"2024 Lamborghini Diablo","2,024","Lamborghini","Diablo","16,663","1","1GTN1UEH6FZ071202","X2L 8I1","Silver","1/28/2019"
"2006 Infiniti M","2,006","Infiniti","M","14,536","1","4JGCB2FE1CA177088","N7I 9Z1","Blue","11/4/2019"
"2010 Mercury Capri","2,010","Mercury","Capri","15,716","0","1GD010CG8BF344645","C2R 3J3","Gray","5/7/2020"
"2008 Nissan GT-R","2,008","Nissan","GT-R","10,535","0","1FTSW2A58AE721634","P6C 2W2","White","2/11/2019"
"2019 Subaru SVX","2,019","Subaru","SVX","10,710","0","1GYEC63T44R404274","S7I 8Z2","Black","6/6/2019"
"2016 Pontiac Bonneville","2,016","Pontiac","Bonneville","23,854","0","5UXKR2C59F0678304","H8V 6H0","Silver","12/6/2020"
"2001 Mazda Protege","2,001","Mazda","Protege","19,752","0","1GYS3LKJ5FR797416","X2B 0C3","Black","9/17/2019"
"2025 Ford Crown Victoria","2,025","Ford","Crown Victoria","15,820","1","WAUJT54B44N641386","B9Y 4U4","Gray","10/10/2020"
"2021 Chevrolet G-Series 2500","2,021","Chevrolet","G-Series 2500","18,585","0","1GYS4AKJ5FR136034","S9Z 2H6","Blue","1/3/2018"
"2022 Suzuki Swift","2,022","Suzuki","Swift","16,833","1","WA1CMAFE0ED732732","X4W 1V4","Black","12/6/2020"
"2018 Chevrolet Camaro","2,018","Chevrolet","Camaro","15,067","1","WAULT54B42N071234","E3P 6D7","Gray","7/23/2019"
"2005 Isuzu i-Series","2,005","Isuzu","i-Series","23,196","1","2C3CCABG9DH013324","K2V 2S9","Gray","4/1/2018"
"2009 Buick Skylark","2,009","Buick","Skylark","10,161","0","NM0AE8F70F1405333","Y1R 5J1","Blue","6/7/2020"
"2009 Ford Laser","2,009","Ford","Laser","16,338","1","JN8AZ1MU1CW800910","I1X 6V8","Blue","10/5/2019"
"2022 Land Rover Range Rover","2,022","Land Rover","Range Rover","14,592","1","5NPDH4AE8FH655238","U2U 4R2","Blue","7/21/2020"
"2007 Suzuki Grand Vitara","2,007","Suzuki","Grand Vitara","11,444","1","WBANB33525B878238","U2W 3T2","Brown","6/22/2018"
"2000 Chevrolet Blazer","2,000","Chevrolet","Blazer","24,945","1","2C3CDXGJ2DH262553","K3B 5Y1","Yellow","9/7/2019"
"2012 Ford Taurus","2,012","Ford","Taurus","23,470","1","1N6AF0LY2FN490583","P3M 2W1","Gray","1/6/2018"
"2001 Chevrolet TrailBlazer","2,001","Chevrolet","TrailBlazer","10,908","0","JN1BJ0HR3FM336514","W9C 8M2","Black","8/16/2018"
"2004 Kia Sorento","2,004","Kia","Sorento","14,321","0","WAU2MAFCXFN283343","K9J 3F9","Silver","6/17/2019"
"2014 Lincoln Town Car","2,014","Lincoln","Town Car","16,471","0","WBAVS13567F387073","Q7Y 9M2","Gray","1/1/2019"
"2004 Dodge Grand Caravan","2,004","Dodge","Grand Caravan","23,481","1","2T1BPRHE4EC240478","B3G 1V8","Gray","12/24/2018"
"2017 Subaru Legacy","2,017","Subaru","Legacy","18,909","1","WA1LMAFE4ED704142","Y3P 5Y6","Black","6/29/2019"
"2010 Cadillac Escalade EXT","2,010","Cadillac","Escalade EXT","19,098","1","1GKMCCE37AR450677","Z0F 4K0","Yellow","3/15/2018"
"2014 Plymouth Laser","2,014","Plymouth","Laser","12,523","1","19UUA9F29CA796078","L4M 4J7","Blue","11/14/2018"
"2003 Chrysler PT Cruiser","2,003","Chrysler","PT Cruiser","12,893","0","KMHHU6KJ6FU838594","P4B 9V9","White","4/20/2019"
"2020 Nissan 200SX","2,020","Nissan","200SX","24,734","0","WBADX1C50CE576847","V4S 1K9","Silver","7/15/2018"
"2021 BMW 3 Series","2,021","BMW","3 Series","13,202","0","JN1BY1PRXFM829514","Z7S 7J0","White","1/7/2018"
"2022 Volvo S90","2,022","Volvo","S90","17,641","1","1GYS4AEF4CR309965","G1D 8T5","Black","5/5/2019"
"2018 Chevrolet Impala SS","2,018","Chevrolet","Impala SS","11,302","0","4JGDF2EE3DA893972","K7K 5Y8","Red","2/8/2020"
"2020 Mercedes-Benz C-Class","2,020","Mercedes-Benz","C-Class","18,479","1","1GTN1TEX9DZ695560","P5P 7Y7","Green","12/2/2020"
"2016 Oldsmobile Toronado","2,016","Oldsmobile","Toronado","24,144","0","WD3PE7DC9F5127803","T3G 4D4","Blue","2/18/2019"
"2010 Toyota Tundra","2,010","Toyota","Tundra","15,572","1","1G4GC5GC6BF280683","K3R 8R5","Black","12/27/2018"
"2004 Lincoln Mark LT","2,004","Lincoln","Mark LT","21,733","0","1G6DG5E52C0598548","R0S 2U8","Yellow","5/2/2020"
"2010 Ford E150","2,010","Ford","E150","21,370","1","WAUBH78E37A628212","V1G 5E1","Black","2/21/2019"
"2016 Mazda MX-6","2,016","Mazda","MX-6","16,020","1","SCFFDCBD2BG979094","L5V 6L5","White","5/8/2019"
"2009 Mercedes-Benz Sprinter","2,009","Mercedes-Benz","Sprinter","12,539","0","WBAYM1C56FD013922","T2K 7T7","Black","9/6/2019"
"2017 GMC Vandura 3500","2,017","GMC","Vandura 3500","14,340","0","1GKKRNED6BJ923334","T3W 2N3","White","5/28/2018"
"2017 Volvo 960","2,017","Volvo","960","13,692","1","JN1CV6APXDM595812","X3C 8O9","Silver","3/26/2019"
"2019 Saab 900","2,019","Saab","900","20,536","1","5FRYD4H69GB691885","A5N 5D5","Gray","5/18/2020"
"2017 Ford Ranger","2,017","Ford","Ranger","23,338","0","WBAPM77569N484489","R5B 2E8","Gray","6/29/2018"
"2015 Audi 80","2,015","Audi","80","21,309","0","1FBNE3BL9CD563854","J1Y 8Q8","Blue","10/26/2019"
"2002 Ford Escape","2,002","Ford","Escape","24,068","0","WA1WGBFP5EA838235","D5R 9Z2","Brown","3/18/2019"
"2011 Lincoln MKS","2,011","Lincoln","MKS","10,522","0","2C4RDGDG5CR311297","P5I 6B6","Gray","1/7/2019"
"2000 Mitsubishi Diamante","2,000","Mitsubishi","Diamante","11,396","0","WAULD64B02N718747","N9A 7J8","Red","5/19/2019"
"2017 Land Rover Range Rover Classic","2,017","Land Rover","Range Rover Classic","19,543","0","3D7TT2CTXBG069871","Y5A 7K7","Red","6/21/2019"
"2019 Acura TL","2,019","Acura","TL","15,395","0","19UUA66216A175761","M2P 0P3","Red","1/5/2019"
"2015 Nissan Sentra","2,015","Nissan","Sentra","19,621","1","3VW4A7AT4DM060749","Y1C 1S7","Red","8/18/2019"
"2016 Dodge Daytona","2,016","Dodge","Daytona","10,197","1","5UXWX5C57BL770707","P0M 2S0","Black","12/21/2019"
"2007 Jaguar XK","2,007","Jaguar","XK","19,309","1","JN8CS1MU3EM316149","A8E 5I5","Black","8/21/2019"
"2004 Nissan Pathfinder","2,004","Nissan","Pathfinder","19,378","1","WAUKF78E18A412415","A1Y 1F7","White","8/24/2020"
"2022 Cadillac Seville","2,022","Cadillac","Seville","10,353","0","SCBCP73W19C305295","O1O 9Z4","White","1/6/2018"
"2024 Volvo V40","2,024","Volvo","V40","23,019","0","JA4AS2AW3CU873035","V5B 7Q1","White","4/29/2019"
"2008 Mercedes-Benz G-Class","2,008","Mercedes-Benz","G-Class","14,578","0","1FTWW3B53AE936876","B7R 7O3","Black","4/21/2018"
"2018 Mitsubishi 3000GT","2,018","Mitsubishi","3000GT","10,013","1","WBADN63431G306362","G1J 8G4","Black","1/15/2018"
"2009 Nissan Quest","2,009","Nissan","Quest","23,465","0","ZHWGU5BZ0AL972426","F3Y 9F0","Silver","6/26/2018"
"2006 Chevrolet TrailBlazer","2,006","Chevrolet","TrailBlazer","13,264","1","1GYUKAEF5AR260321","X2I 5M4","White","4/25/2020"
"2019 Acura Integra","2,019","Acura","Integra","23,491","1","WAUXL58E14A200420","D4R 6I3","White","1/16/2018"
"2021 Toyota Supra","2,021","Toyota","Supra","14,929","1","JN8AZ2KR5AT052245","S9V 3I7","White","11/10/2019"
"2018 Mazda 626","2,018","Mazda","626","17,915","0","1FMEU7EE3AU554496","T8L 7M7","White","5/8/2019"
"2000 Dodge Ram 1500","2,000","Dodge","Ram 1500","12,061","0","1FBAX2CM6FK274621","X7D 2V7","Black","9/8/2020"
"2018 Chevrolet Corsica","2,018","Chevrolet","Corsica","24,960","1","JTHBB1BA0C2050919","E2C 7J9","Gray","8/3/2019"
"2004 Toyota Corolla","2,004","Toyota","Corolla","12,932","1","3C4PDCEG3FT715490","Y0L 9Z3","Black","1/12/2020"
"2006 Chrysler Town & Country","2,006","Chrysler","Town & Country","11,939","1","5UXFG2C50BL891545","V5K 4U1","Red","5/7/2020"
"2006 Jaguar XJ","2,006","Jaguar","XJ","15,132","0","WBACK73401L934851","S2S 2G5","Black","2/5/2019"
"2017 Toyota MR2","2,017","Toyota","MR2","17,385","1","1G6AH1RX2F0135320","V9U 8K5","White","12/5/2018"
"2005 Chevrolet Camaro","2,005","Chevrolet","Camaro","24,266","0","1FTWW3B52AE719738","W3S 0T1","Blue","9/8/2018"
"2002 Maybach 57","2,002","Maybach","57","13,484","0","JM1CW2BL3D0308185","P1W 7G7","Blue","6/1/2020"
"2005 Mazda Miata MX-5","2,005","Mazda","Miata MX-5","23,109","0","WDDHF5KB2EA398672","K8I 2F3","Gray","10/14/2019"
"2016 Dodge Colt","2,016","Dodge","Colt","19,008","0","1B3CC5FB8AN973921","G1M 4C5","Silver","3/16/2019"
"2008 Toyota Camry","2,008","Toyota","Camry","11,764","1","2FMGK5D84FB174529","O2K 7C5","Black","7/3/2018"
"2022 Toyota T100","2,022","Toyota","T100","18,144","0","2HNYD18294H306273","D6T 1Y1","Black","1/18/2018"
"2016 Chevrolet Suburban 2500","2,016","Chevrolet","Suburban 2500","15,183","0","2HKRM3H56FH502889","X4E 2F7","Silver","4/13/2018"
"2019 Dodge Ram 2500 Club","2,019","Dodge","Ram 2500 Club","21,903","0","5UXFA93586L873570","W6U 5F1","Black","5/31/2019"
"2016 Dodge Colt","2,016","Dodge","Colt","24,986","0","JN1AZ4EH4FM928737","N6N 8U3","Gray","6/12/2020"
"2018 GMC 2500 Club Coupe","2,018","GMC","2500 Club Coupe","19,162","1","1G4GF5G32DF535839","Q2L 3Q4","Blue","11/4/2019"
"2000 Mazda 626","2,000","Mazda","626","21,720","1","5XYZT3LB0FG429509","G7G 2U8","Blue","3/1/2020"
"2004 GMC Envoy","2,004","GMC","Envoy","13,620","1","WBABN33482P122123","H2Y 4M6","Blue","11/9/2018"
"2002 Kia Amanti","2,002","Kia","Amanti","11,363","0","5FNYF3H21FB475188","H7Y 7R4","Red","3/18/2020"
"2024 Mercedes-Benz E-Class","2,024","Mercedes-Benz","E-Class","12,967","1","1N6AD0CW9EN641843","O6N 9G7","Black","8/14/2020"
"2009 Honda CR-V","2,009","Honda","CR-V","10,727","1","WAUAH94F67N754112","Z8L 9U1","White","11/7/2018"
"2005 Porsche Cayman","2,005","Porsche","Cayman","16,621","1","WAUBF78E38A938626","D1R 7V3","Silver","3/3/2019"
"2025 Dodge Durango","2,025","Dodge","Durango","24,486","1","5J6TF1H53EL400281","R8O 1G6","Black","10/20/2018"
"2006 Mitsubishi Raider","2,006","Mitsubishi","Raider","13,441","0","1C3CCBCG3EN326558","Q6C 2A6","Black","8/6/2019"
"2001 Kia Optima","2,001","Kia","Optima","16,422","1","WVWAN7AN9EE124674","A8M 1Y9","White","5/29/2020"
"2016 Ford Thunderbird","2,016","Ford","Thunderbird","24,146","1","WAUXD68D01A046644","X4V 3W0","Blue","11/16/2018"
"2012 Ford Laser","2,012","Ford","Laser","12,846","1","JN1BJ0HP0EM662459","U9J 9M2","Gray","12/19/2020"
"2003 Ford Ranger","2,003","Ford","Ranger","22,570","1","WAUNF78P57A697116","Q8U 5E5","Gray","1/4/2019"
"2010 Volvo C70","2,010","Volvo","C70","22,721","0","1G6DH8E53D0752023","B6X 0G8","Black","5/1/2020"
"2024 Isuzu Amigo","2,024","Isuzu","Amigo","22,547","1","JM3TB2BA9F0073506","Y1A 5L9","Brown","11/9/2020"
"2000 BMW X5","2,000","BMW","X5","11,292","1","3VW507AT3FM364696","M3K 7K6","White","5/17/2018"
"2016 Chevrolet 3500","2,016","Chevrolet","3500","10,573","0","WA1WGAFP7EA204824","J0T 4H5","Black","7/21/2019"
"2005 Mercury Mariner","2,005","Mercury","Mariner","11,431","1","1FTWW3A5XAE338012","U6Y 1M5","Red","9/12/2019"
"2003 Maserati Spyder","2,003","Maserati","Spyder","16,043","0","JHMGE8G37DC600838","V2Y 2Q5","Gray","6/26/2019"
"2019 Lotus Esprit","2,019","Lotus","Esprit","23,428","1","JH4CL95964C504474","E8V 4Y0","Black","5/4/2019"
"2004 Ford Taurus","2,004","Ford","Taurus","21,647","0","1GTC5MF99B8606056","X0D 3A9","White","2/20/2020"
"2004 Chrysler PT Cruiser","2,004","Chrysler","PT Cruiser","12,296","0","3C63D2EL5CG505653","F5I 7X7","Silver","8/10/2020"
"2020 Chevrolet Monte Carlo","2,020","Chevrolet","Monte Carlo","12,504","0","2G4GU5GC9B9008568","N0Q 6H5","Yellow","9/4/2018"
"2001 Chevrolet TrailBlazer","2,001","Chevrolet","TrailBlazer","12,975","0","WA1CMAFE8BD180134","P2A 5D9","White","12/29/2020"
"2020 Pontiac Firebird","2,020","Pontiac","Firebird","15,184","0","WP0AB2A9XFS196694","F1K 3K7","White","9/21/2019"
"2012 Ford Thunderbird","2,012","Ford","Thunderbird","22,222","0","WDDHF2EB4CA356009","P7K 5Y5","Silver","2/27/2019"
"2003 Land Rover Freelander","2,003","Land Rover","Freelander","17,196","0","WBABD33466J949713","W4G 7I8","Gray","4/14/2020"
"2004 Maserati Quattroporte","2,004","Maserati","Quattroporte","13,316","0","WAUBFCFL2CA076289","U8P 7V0","Gray","5/27/2018"
"2017 Oldsmobile Achieva","2,017","Oldsmobile","Achieva","18,138","0","2FMDK3KC5AB034318","T0D 9V2","Gray","4/22/2018"
"2001 Chevrolet Venture","2,001","Chevrolet","Venture","21,693","0","1FTFW1E82AK048387","Z0M 3O9","Blue","8/16/2019"
"2017 Jeep Cherokee","2,017","Jeep","Cherokee","15,168","0","3D73M4CL7BG156975","Y6C 6W7","White","6/4/2020"
"2003 BMW 525","2,003","BMW","525","18,804","0","1N4AL2AP4AN059355","C8G 7X4","White","10/15/2018"
"2018 Ford Econoline E250","2,018","Ford","Econoline E250","10,727","1","WAUHGBFC6CN110759","Q6A 4Z5","Gray","8/18/2019"
"2022 Cadillac DeVille","2,022","Cadillac","DeVille","19,056","1","4JGCB2FE4BA101427","A7C 7Q5","White","11/6/2020"
"2018 Jaguar XJ Series","2,018","Jaguar","XJ Series","11,389","1","1G6DF5E51D0014516","S5B 2Y4","Silver","2/11/2019"
"2009 Chrysler 300","2,009","Chrysler","300","20,546","1","WBSBR93445P497322","Y9P 4V8","Black","4/7/2018"
"2023 GMC Sonoma","2,023","GMC","Sonoma","20,619","0","JH4KC1F3XEC397793","T9U 0C5","Gray","4/15/2018"
"2024 Lincoln Navigator","2,024","Lincoln","Navigator","22,968","0","WBASN0C54DD114144","M9V 4M9","Black","2/28/2019"
"2024 Mazda MPV","2,024","Mazda","MPV","24,571","1","WBA3B5C54EF819106","Y3A 9A3","Gray","5/12/2019"
"2000 Toyota Corolla","2,000","Toyota","Corolla","10,206","1","1N6AA0CA9DN030285","J0W 8L4","Black","5/31/2019"
"2025 Dodge Ram 3500","2,025","Dodge","Ram 3500","18,591","0","WBA3B1C58EK623332","O9T 9A3","Gray","10/17/2019"
"2017 Mercedes-Benz 500SEC","2,017","Mercedes-Benz","500SEC","11,117","0","2C3CDYBT8CH485354","Q1B 3I0","White","3/6/2020"
"2021 Mitsubishi GTO","2,021","Mitsubishi","GTO","10,838","0","1G6AV5S80F0033002","R8S 2N9","Gray","1/20/2018"
"2002 Pontiac Sunfire","2,002","Pontiac","Sunfire","13,695","0","WAUKF98E36A553737","Q1M 2N0","Blue","1/29/2018"
"2002 Lotus Exige","2,002","Lotus","Exige","19,094","0","KMHTC6AD9DU142740","I7B 3W9","White","10/3/2019"
"2001 Ford Escape","2,001","Ford","Escape","12,556","0","JTEBU4BF1AK131123","P9P 1Q0","White","5/27/2020"
"2010 Volkswagen Touareg","2,010","Volkswagen","Touareg","22,968","0","3D73Y4HL0BG069867","C9U 5O0","Black","6/28/2020"
"2024 Honda Odyssey","2,024","Honda","Odyssey","12,972","1","KNDJN2A25F7626953","Y9X 4W8","Silver","9/14/2018"
"2018 Chevrolet Caprice Classic","2,018","Chevrolet","Caprice Classic","11,076","1","JN8CS1MU7FM636947","Y6M 4W5","Silver","7/27/2019"
"2022 CitroÃ«n SM","2,022","CitroÃ«n","SM","13,488","1","1GD02XEG7FZ246584","P1Z 2D2","Black","7/24/2018"
"2003 Nissan Maxima","2,003","Nissan","Maxima","22,836","0","1G6DM5E36C0806065","D6Q 4R3","Silver","7/22/2018"
"2008 Chevrolet Malibu","2,008","Chevrolet","Malibu","18,461","0","1G6DU6ED2B0517374","X4K 8M4","Silver","2/27/2019"
"2007 BMW X6","2,007","BMW","X6","12,264","0","1FTEW1CM5BK167810","S5Y 0T1","Gray","9/30/2019"
"2011 Porsche 944","2,011","Porsche","944","15,769","0","2G61T5S31E9267079","T0Y 3L6","Brown","9/19/2019"
"2012 Ford Ranger","2,012","Ford","Ranger","24,883","1","1G4GE5EV7AF736395","C5F 3I3","Gray","12/17/2018"
"2004 Ford Crown Victoria","2,004","Ford","Crown Victoria","21,357","1","1GYUKEEJ6AR584275","X3C 5H9","Black","12/11/2019"
"2025 Lincoln Town Car","2,025","Lincoln","Town Car","10,009","1","1N6AD0CW9EN748679","Q0B 9G1","Blue","9/15/2018"
"2002 Volkswagen Jetta","2,002","Volkswagen","Jetta","12,913","0","WAUMF78P26A928547","O0D 2R8","Gray","11/9/2018"
"2003 Suzuki Forenza","2,003","Suzuki","Forenza","17,224","1","3D7TP2CT7BG271586","M5R 6P1","Brown","1/21/2019"
"2020 Dodge Intrepid","2,020","Dodge","Intrepid","19,144","1","WA1VFAFLXEA801199","P7C 8V4","Gray","1/21/2018"
"2011 Pontiac Firebird","2,011","Pontiac","Firebird","24,812","1","KMHHT6KD8EU104745","I5P 8P5","White","5/12/2020"
"2004 Maybach 57","2,004","Maybach","57","14,973","0","WVWAP7AN9DE577783","R9K 6Z1","Blue","10/16/2019"
"2016 BMW 5 Series","2,016","BMW","5 Series","18,484","0","JM1NC2JF8B0011987","Y0V 0V7","Silver","9/17/2018"
"2002 Chrysler Pacifica","2,002","Chrysler","Pacifica","22,522","0","1GKUKFDJ2AR889290","X0T 4X3","Silver","12/24/2020"
"2001 Mercedes-Benz CL-Class","2,001","Mercedes-Benz","CL-Class","10,229","0","WDCGG0EB7EG332496","O6S 7Q1","White","3/28/2020"
"2006 Volvo XC90","2,006","Volvo","XC90","10,888","1","3FADP4AJ4FM647752","X6A 8R0","White","5/31/2018"
"2025 Mitsubishi Challenger","2,025","Mitsubishi","Challenger","21,953","0","WBAVC53527F356214","Z3K 6A2","Silver","2/26/2019"
"2012 Saab 9000","2,012","Saab","9000","19,117","1","JN1AZ4EH8FM000963","U0W 8A3","Gray","5/23/2020"
"2002 Mazda B-Series Plus","2,002","Mazda","B-Series Plus","23,782","1","SCBDC47L78C351744","I9D 5L5","Black","8/13/2019"
"2003 Lotus Exige","2,003","Lotus","Exige","21,195","1","TRUWT28N621809390","A3Y 5F5","Black","3/26/2019"
"2011 Mitsubishi Galant","2,011","Mitsubishi","Galant","22,303","0","1N4AB7AP5DN480604","I9W 3D5","Blue","10/25/2018"
"2000 Dodge Dakota Club","2,000","Dodge","Dakota Club","15,840","1","1GKS1GEJ0CR683242","O3W 6O2","White","1/3/2020"
"2020 Lexus GS","2,020","Lexus","GS","12,035","1","WBAWV53507P623214","R1B 8R5","Blue","3/15/2020"
"2025 Acura NSX","2,025","Acura","NSX","17,695","0","SCBDU3ZA5CC721729","S1M 8N7","Blue","1/4/2020"
"2024 Dodge Grand Caravan","2,024","Dodge","Grand Caravan","11,656","1","WAUJC68E15A608932","O5Z 7W8","Blue","5/11/2019"
"2000 Mitsubishi Challenger","2,000","Mitsubishi","Challenger","22,256","1","WBAUC73569V640767","T6K 4N7","Silver","10/23/2019"
"2010 Buick Verano","2,010","Buick","Verano","20,916","1","1G6DM8EV8A0541116","J2J 9E8","White","1/26/2019"
"2009 Nissan Versa","2,009","Nissan","Versa","22,932","0","JN1AV7AR7FM969438","K9H 9P9","Black","12/23/2018"
"2015 Ford Thunderbird","2,015","Ford","Thunderbird","20,805","1","1GTN1TEHXFZ108343","B1R 4G0","Blue","7/20/2018"
"2012 Suzuki Swift","2,012","Suzuki","Swift","13,913","1","3N1CN7AP1EK812039","K5I 3R6","Gray","2/26/2020"
"2003 Pontiac Daewoo Kalos","2,003","Pontiac","Daewoo Kalos","19,279","0","1FTEW1CM3EF957037","K6C 5N3","White","4/20/2019"
"2004 Suzuki Daewoo Lacetti","2,004","Suzuki","Daewoo Lacetti","16,691","1","JTHDU1EF7C5369601","B4A 0J3","Silver","4/9/2019"
"2024 Chrysler 300M","2,024","Chrysler","300M","23,531","1","WVGAV7AX7BW000549","B0T 5D4","White","1/8/2020"
"2025 Infiniti I","2,025","Infiniti","I","11,622","0","WBAEP33403P102294","V2W 4U8","Black","11/8/2020"
"2000 Toyota Tacoma Xtra","2,000","Toyota","Tacoma Xtra","18,005","1","WAUHGAFC3EN701211","O9M 0F4","Silver","11/23/2018"
"2014 Buick Estate","2,014","Buick","Estate","16,412","0","1GD12ZCGXCF227950","R9D 8S9","White","4/6/2020"
"2017 Audi Quattro","2,017","Audi","Quattro","23,035","1","19XFB2F55CE985233","E0X 6X5","Gray","8/31/2018"
"2002 Hyundai Santa Fe","2,002","Hyundai","Santa Fe","23,342","0","3C3CFFHH5ET526096","T6B 4V1","Black","10/27/2018"
"2016 GMC Vandura 2500","2,016","GMC","Vandura 2500","17,939","1","1G6DF5EG1A0793512","I3M 1W0","Blue","11/21/2018"
"2023 Mercedes-Benz E-Class","2,023","Mercedes-Benz","E-Class","10,860","1","WAUNF98P07A495053","A3A 3B5","White","3/22/2019"
"2017 Audi 90","2,017","Audi","90","12,697","0","WDDHF8JB9DA112947","J2V 5L4","Blue","5/3/2019"
"2007 Honda Civic","2,007","Honda","Civic","12,255","1","1GKS1AE08ER586863","A6B 9V6","Black","3/15/2020"
"2021 Cadillac DeVille","2,021","Cadillac","DeVille","12,344","0","1J4AA2D12BL393964","C4G 5R0","Black","4/16/2020"
"2007 Bentley Azure","2,007","Bentley","Azure","14,866","0","SCFBB04C59G461191","S6W 8O3","Green","7/25/2020"
"2000 Lincoln LS","2,000","Lincoln","LS","24,358","1","WUADU98E98N673056","I3I 5Y0","Red","6/4/2020"
"2020 Volkswagen Cabriolet","2,020","Volkswagen","Cabriolet","19,966","0","SCFAD06D09G422813","K2G 2J8","Black","3/5/2019"
"2014 Volkswagen Passat","2,014","Volkswagen","Passat","13,880","1","KNAFX5A85E5103672","W9Q 8S9","White","3/29/2018"
"2009 Mercury Lynx","2,009","Mercury","Lynx","10,272","0","1G6DU6EA5A0491485","F1U 5D7","Blue","11/17/2019"
"2007 Hyundai Santa Fe","2,007","Hyundai","Santa Fe","14,878","0","KNAGM4AD8B5168595","I6P 3M2","Silver","4/4/2018"
"2010 Ford Flex","2,010","Ford","Flex","24,592","0","1G4CU541044637031","I3J 4A0","Silver","4/5/2019"
"2014 Honda Civic","2,014","Honda","Civic","16,618","1","2HNYD18233H122901","U9C 6O7","Silver","4/3/2020"
"2002 Mercury Mountaineer","2,002","Mercury","Mountaineer","22,925","0","3C4PDDBG2ET122504","Z5T 2C3","Green","8/25/2019"
"2014 Nissan Maxima","2,014","Nissan","Maxima","17,508","0","JN1AY1AR9DM696035","L6C 1T1","White","5/30/2018"
"2004 Mitsubishi Montero","2,004","Mitsubishi","Montero","17,922","0","3N1CN7AP4DL869554","R1V 9J2","Blue","8/8/2019"
"2006 Dodge Nitro","2,006","Dodge","Nitro","17,021","0","JN8AZ2NC8D9770655","L3Y 3A5","White","11/26/2018"
"2008 Nissan Sentra","2,008","Nissan","Sentra","23,133","1","1G6AX5SX1E0238733","L8Q 8J6","White","9/18/2020"
"2024 GMC Envoy","2,024","GMC","Envoy","19,262","1","4T1BF1FKXEU511006","Z2J 4R3","Black","8/6/2018"
"2001 Infiniti Q","2,001","Infiniti","Q","23,257","0","YV4902BZ5D1048685","Z2B 5P7","Blue","10/26/2018"
"2009 Aston Martin V12 Vantage","2,009","Aston Martin","V12 Vantage","16,968","0","KNDJT2A26D7263887","D6F 4H9","Black","6/15/2020"
"2000 Jeep Liberty","2,000","Jeep","Liberty","22,830","1","JTHBK1GG7E2888168","D8V 6S3","Blue","1/8/2020"
"2017 Ford Mustang","2,017","Ford","Mustang","21,072","0","1J4PR4GK5AC540568","S4U 1U1","Gray","8/31/2020"
"2003 Mitsubishi Endeavor","2,003","Mitsubishi","Endeavor","16,416","1","1N4AB7AP5EN118600","J8Z 3C1","Gray","3/23/2018"
"2001 Dodge Ram Van 3500","2,001","Dodge","Ram Van 3500","14,332","1","WAUKH98E28A535162","J0P 9C1","Gray","1/22/2018"
"2001 Chevrolet Impala","2,001","Chevrolet","Impala","15,530","0","1FTEX1CM5BF949823","T8B 4Q0","White","11/26/2020"
"2000 Mitsubishi Montero Sport","2,000","Mitsubishi","Montero Sport","13,564","1","5YMGY0C59D0471527","D9K 1Z2","Gray","5/8/2018"
"2019 Pontiac GTO","2,019","Pontiac","GTO","20,925","0","WBABD33436P260998","K8J 6W4","Black","3/7/2019"
"2020 Oldsmobile Aurora","2,020","Oldsmobile","Aurora","23,390","0","WVGAV3AX5EW960840","O7Y 7I4","White","9/9/2020"
"2005 Ford Taurus","2,005","Ford","Taurus","17,772","0","3C4PDDDG8CT337220","L5V 3A3","Gray","7/6/2020"
"2018 Pontiac Firefly","2,018","Pontiac","Firefly","17,715","0","1HGCR6F37FA614331","O1N 9U5","Blue","3/21/2019"
"2006 Mazda RX-8","2,006","Mazda","RX-8","17,921","1","JN1CV6EK6AM706365","T7A 8F3","Black","1/22/2018"
"2002 Volvo V70","2,002","Volvo","V70","18,132","0","KNADH4A34A6402206","J5M 3K9","White","8/15/2018"
"2001 Volkswagen Eurovan","2,001","Volkswagen","Eurovan","17,996","1","5J8TB3H36GL631921","P5I 3F8","White","10/1/2020"
